"threshold","precision","recall","f1score","f5score","f25score","species","classifier"
0.82,1,0.041527446300716,0.07974335472044,0.178059762586983,0.424146831086894,"BADO","BirdNET"
0.83,1,0.041527446300716,0.07974335472044,0.178059762586983,0.424146831086894,"BADO","BirdNET"
0.84,1,0.041527446300716,0.07974335472044,0.178059762586983,0.424146831086894,"BADO","BirdNET"
0.85,1,0.041527446300716,0.07974335472044,0.178059762586983,0.424146831086894,"BADO","BirdNET"
0.86,1,0.041527446300716,0.07974335472044,0.178059762586983,0.424146831086894,"BADO","BirdNET"
0.87,1,0.041527446300716,0.07974335472044,0.178059762586983,0.424146831086894,"BADO","BirdNET"
0.88,1,0.041527446300716,0.07974335472044,0.178059762586983,0.424146831086894,"BADO","BirdNET"
0.89,1,0.041527446300716,0.07974335472044,0.178059762586983,0.424146831086894,"BADO","BirdNET"
0.9,1,0.0305148312308217,0.0592224979321754,0.135976906715284,0.348568155784651,"BADO","BirdNET"
0.91,1,0.0232526423457211,0.045448487271758,0.106369704909851,0.288106952934745,"BADO","BirdNET"
0.92,1,0.0232526423457211,0.045448487271758,0.106369704909851,0.288106952934745,"BADO","BirdNET"
0.93,1,0.0232526423457211,0.045448487271758,0.106369704909851,0.288106952934745,"BADO","BirdNET"
0.94,1,0.0232526423457211,0.045448487271758,0.106369704909851,0.288106952934745,"BADO","BirdNET"
0.95,1,0.0113876576883737,0.0225188781014024,0.0544577056022958,0.163753821307031,"BADO","BirdNET"
0.96,1,0.0113876576883737,0.0225188781014024,0.0544577056022958,0.163753821307031,"BADO","BirdNET"
0.97,1,0.0113876576883737,0.0225188781014024,0.0544577056022958,0.163753821307031,"BADO","BirdNET"
0.98,0,0,0,0,0,"BADO","BirdNET"
0.99,0,0,0,0,0,"BADO","BirdNET"
1,0,0,0,0,0,"BADO","BirdNET"
0.05,0.743798765575871,0.653290146607569,0.695612713510374,0.723744844153686,0.737786122951896,"BADO","HawkEars"
0.06,0.761535710027423,0.653290146607569,0.703272099979813,0.737108960253589,0.754184938389372,"BADO","HawkEars"
0.07,0.764459565558754,0.597545175588135,0.670774647887324,0.724011434803444,0.75210149793258,"BADO","HawkEars"
0.08,0.770239221516421,0.582918513467439,0.663613251305141,0.723725427115258,0.755949563308555,"BADO","HawkEars"
0.09,0.791637727462147,0.582918513467439,0.671431657077778,0.738735546760227,0.775307963572537,"BADO","HawkEars"
0.1,0.825191803437894,0.579406750767132,0.680794808108324,0.760657440065887,0.805102080627811,"BADO","HawkEars"
0.11,0.834818300130143,0.568632799181725,0.676482518049809,0.763351092070815,0.812446629873516,"BADO","HawkEars"
0.12,0.831020533565467,0.553324241391067,0.664319777318406,0.755216573906893,0.807190881057011,"BADO","HawkEars"
0.13,0.831020533565467,0.553324241391067,0.664319777318406,0.755216573906893,0.807190881057011,"BADO","HawkEars"
0.14,0.825590613603932,0.532594613024207,0.647489171208887,0.743757975127126,0.799711503134919,"BADO","HawkEars"
0.15,0.825590613603932,0.532594613024207,0.647489171208887,0.743757975127126,0.799711503134919,"BADO","HawkEars"
0.16,0.825590613603932,0.532594613024207,0.647489171208887,0.743757975127126,0.799711503134919,"BADO","HawkEars"
0.17,0.850861688024746,0.525196045005114,0.649491925622971,0.756983075501739,0.820918261785488,"BADO","HawkEars"
0.18,0.863829787234042,0.51909307875895,0.648493238206794,0.76254632875889,0.831352584074776,"BADO","HawkEars"
0.19,0.863829787234042,0.51909307875895,0.648493238206794,0.76254632875889,0.831352584074776,"BADO","HawkEars"
0.2,0.861567745284651,0.50927378111149,0.640152570338783,0.756855631447739,0.827879969483767,"BADO","HawkEars"
0.21,0.876738862475788,0.50927378111149,0.644294433541096,0.766172880034469,0.841041726008704,"BADO","HawkEars"
0.22,0.876201143665625,0.506750767132629,0.642127319465146,0.764699224136157,0.840169848838524,"BADO","HawkEars"
0.23,0.876201143665625,0.506750767132629,0.642127319465146,0.764699224136157,0.840169848838524,"BADO","HawkEars"
0.24,0.888943731490622,0.491237640640982,0.632790197197945,0.765064463371636,0.848533558744258,"BADO","HawkEars"
0.25,0.905707819964798,0.491237640640982,0.636986604182325,0.774940298186356,0.862882145298001,"BADO","HawkEars"
0.26,0.904531568228106,0.484555063075349,0.631055459349052,0.770899780858773,0.860652175461845,"BADO","HawkEars"
0.27,0.901710241792805,0.469178315717695,0.617209750846583,0.76133622502047,0.855326756999846,"BADO","HawkEars"
0.28,0.901710241792805,0.469178315717695,0.617209750846583,0.76133622502047,0.855326756999846,"BADO","HawkEars"
0.29,0.901710241792805,0.469178315717695,0.617209750846583,0.76133622502047,0.855326756999846,"BADO","HawkEars"
0.3,0.919791457790255,0.469178315717695,0.62139035018401,0.771581402650997,0.870605792204119,"BADO","HawkEars"
0.31,0.919791457790255,0.469178315717695,0.62139035018401,0.771581402650997,0.870605792204119,"BADO","HawkEars"
0.32,0.91826169879436,0.45963177633822,0.612619572379632,0.765496172803053,0.867352190927464,"BADO","HawkEars"
0.33,0.91826169879436,0.45963177633822,0.612619572379632,0.765496172803053,0.867352190927464,"BADO","HawkEars"
0.34,0.91826169879436,0.45963177633822,0.612619572379632,0.765496172803053,0.867352190927464,"BADO","HawkEars"
0.35,0.91826169879436,0.45963177633822,0.612619572379632,0.765496172803053,0.867352190927464,"BADO","HawkEars"
0.36,0.916839916839917,0.451073985680191,0.604661791590493,0.759908098793797,0.864340340494216,"BADO","HawkEars"
0.37,0.936305732484076,0.451073985680191,0.608835710998619,0.770529994175888,0.880584158803493,"BADO","HawkEars"
0.38,0.977827050997783,0.451073985680191,0.617358842743817,0.792690233672858,0.914974980676132,"BADO","HawkEars"
0.39,0.97765529569492,0.447528128196386,0.613995696510431,0.790399113616109,0.913969510047267,"BADO","HawkEars"
0.4,0.97765529569492,0.447528128196386,0.613995696510431,0.790399113616109,0.913969510047267,"BADO","HawkEars"
0.41,0.97765529569492,0.447528128196386,0.613995696510431,0.790399113616109,0.913969510047267,"BADO","HawkEars"
0.42,0.97765529569492,0.447528128196386,0.613995696510431,0.790399113616109,0.913969510047267,"BADO","HawkEars"
0.43,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.44,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.45,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.46,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.47,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.48,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.49,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.5,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.51,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.52,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.53,0.977051939111145,0.435492669621548,0.602457373299059,0.782448359510916,0.910452079262719,"BADO","HawkEars"
0.54,0.976695408995572,0.428673712921923,0.595834419354074,0.777820395436886,0.908384261659683,"BADO","HawkEars"
0.55,0.975659229208925,0.409989771564951,0.577361661265154,0.764657255500445,0.902419105637222,"BADO","HawkEars"
0.56,0.975659229208925,0.409989771564951,0.577361661265154,0.764657255500445,0.902419105637222,"BADO","HawkEars"
0.57,1,0.409989771564951,0.581549993954782,0.776507813508976,0.921954629504352,"BADO","HawkEars"
0.58,1,0.409989771564951,0.581549993954782,0.776507813508976,0.921954629504352,"BADO","HawkEars"
0.59,1,0.409989771564951,0.581549993954782,0.776507813508976,0.921954629504352,"BADO","HawkEars"
0.6,1,0.409989771564951,0.581549993954782,0.776507813508976,0.921954629504352,"BADO","HawkEars"
0.61,1,0.401261506989431,0.572714664590379,0.770162029160014,0.919309482893298,"BADO","HawkEars"
0.62,1,0.401261506989431,0.572714664590379,0.770162029160014,0.919309482893298,"BADO","HawkEars"
0.63,1,0.390248891919536,0.561408671767706,0.761908565646883,0.915826532245159,"BADO","HawkEars"
0.64,1,0.382884418683941,0.553747534516765,0.756228956228956,0.91340127266638,"BADO","HawkEars"
0.65,1,0.382884418683941,0.553747534516765,0.756228956228956,0.91340127266638,"BADO","HawkEars"
0.66,1,0.37654278895329,0.547084757517214,0.751231192011537,0.911247658153509,"BADO","HawkEars"
0.67,1,0.37654278895329,0.547084757517214,0.751231192011537,0.911247658153509,"BADO","HawkEars"
0.68,1,0.37654278895329,0.547084757517214,0.751231192011537,0.911247658153509,"BADO","HawkEars"
0.69,1,0.37654278895329,0.547084757517214,0.751231192011537,0.911247658153509,"BADO","HawkEars"
0.7,1,0.37654278895329,0.547084757517214,0.751231192011537,0.911247658153509,"BADO","HawkEars"
0.71,1,0.369723832253665,0.539851645342759,0.745743129865486,0.908861433487482,"BADO","HawkEars"
0.72,1,0.369723832253665,0.539851645342759,0.745743129865486,0.908861433487482,"BADO","HawkEars"
0.73,1,0.369723832253665,0.539851645342759,0.745743129865486,0.908861433487482,"BADO","HawkEars"
0.74,1,0.369723832253665,0.539851645342759,0.745743129865486,0.908861433487482,"BADO","HawkEars"
0.75,1,0.354415274463007,0.523348017621145,0.732971372161895,0.903220035778175,"BADO","HawkEars"
0.76,1,0.354415274463007,0.523348017621145,0.732971372161895,0.903220035778175,"BADO","HawkEars"
0.77,1,0.327650869416979,0.493579866461222,0.709015788697064,0.892293407613742,"BADO","HawkEars"
0.78,1,0.327650869416979,0.493579866461222,0.709015788697064,0.892293407613742,"BADO","HawkEars"
0.79,1,0.327650869416979,0.493579866461222,0.709015788697064,0.892293407613742,"BADO","HawkEars"
0.8,1,0.327650869416979,0.493579866461222,0.709015788697064,0.892293407613742,"BADO","HawkEars"
0.81,1,0.327650869416979,0.493579866461222,0.709015788697064,0.892293407613742,"BADO","HawkEars"
0.82,1,0.318752130923969,0.48341477287417,0.70055150915685,0.88832064567334,"BADO","HawkEars"
0.83,1,0.288782816229117,0.448148148148148,0.669988925802879,0.873460721868365,"BADO","HawkEars"
0.84,1,0.288782816229117,0.448148148148148,0.669988925802879,0.873460721868365,"BADO","HawkEars"
0.85,1,0.288782816229117,0.448148148148148,0.669988925802879,0.873460721868365,"BADO","HawkEars"
0.86,1,0.267371292192295,0.421930485311525,0.645985040693268,0.861190423896332,"BADO","HawkEars"
0.87,1,0.252165018752131,0.402766432500136,0.627694605696439,0.851462083350263,"BADO","HawkEars"
0.88,1,0.24200477326969,0.389700230591852,0.614843560514189,0.844420495738219,"BADO","HawkEars"
0.89,1,0.229526082509376,0.373356996284177,0.598314906324434,0.835101647670057,"BADO","HawkEars"
0.9,1,0.191612683259461,0.321602288984263,0.542366338544683,0.801174004192872,"BADO","HawkEars"
0.91,1,0.177361063757245,0.301285763929109,0.518768199768639,0.785647021197207,"BADO","HawkEars"
0.92,1,0.0799863620866008,0.14812476322768,0.302991165986465,0.596446624592469,"BADO","HawkEars"
0.93,1,0.056290487555404,0.106581453148704,0.229726721211109,0.503480070318947,"BADO","HawkEars"
0.94,1,0.0101602454824412,0.0201161063858512,0.0488172465762401,0.148571763739809,"BADO","HawkEars"
0.95,0,0,0,0,0,"BADO","HawkEars"
0.96,0,0,0,0,0,"BADO","HawkEars"
0.97,0,0,0,0,0,"BADO","HawkEars"
0.98,0,0,0,0,0,"BADO","HawkEars"
0.99,0,0,0,0,0,"BADO","HawkEars"
1,0,0,0,0,0,"BADO","HawkEars"
0.05,0.92837702334909,0.220968291851347,0.35697171655972,0.565986655954169,0.78125310226483,"BADO","Perch"
0.06,0.92837702334909,0.220968291851347,0.35697171655972,0.565986655954169,0.78125310226483,"BADO","Perch"
0.07,0.92837702334909,0.220968291851347,0.35697171655972,0.565986655954169,0.78125310226483,"BADO","Perch"
0.08,0.92837702334909,0.220968291851347,0.35697171655972,0.565986655954169,0.78125310226483,"BADO","Perch"
0.09,0.918073078813698,0.191033071939993,0.316258854739932,0.521286889211418,0.750137819149774,"BADO","Perch"
0.1,0.918073078813698,0.191033071939993,0.316258854739932,0.521286889211418,0.750137819149774,"BADO","Perch"
0.11,0.918073078813698,0.191033071939993,0.316258854739932,0.521286889211418,0.750137819149774,"BADO","Perch"
0.12,0.918073078813698,0.191033071939993,0.316258854739932,0.521286889211418,0.750137819149774,"BADO","Perch"
0.13,0.918073078813698,0.191033071939993,0.316258854739932,0.521286889211418,0.750137819149774,"BADO","Perch"
0.14,0.918073078813698,0.191033071939993,0.316258854739932,0.521286889211418,0.750137819149774,"BADO","Perch"
0.15,0.913329866527994,0.179645414251619,0.300236473973617,0.502709613403045,0.73641416051433,"BADO","Perch"
0.16,0.913329866527994,0.179645414251619,0.300236473973617,0.502709613403045,0.73641416051433,"BADO","Perch"
0.17,0.913329866527994,0.179645414251619,0.300236473973617,0.502709613403045,0.73641416051433,"BADO","Perch"
0.18,0.913329866527994,0.179645414251619,0.300236473973617,0.502709613403045,0.73641416051433,"BADO","Perch"
0.19,0.913329866527994,0.179645414251619,0.300236473973617,0.502709613403045,0.73641416051433,"BADO","Perch"
0.2,0.913329866527994,0.179645414251619,0.300236473973617,0.502709613403045,0.73641416051433,"BADO","Perch"
0.21,0.90885891359825,0.16999659052165,0.286420036764706,0.486211335179623,0.723805782795075,"BADO","Perch"
0.22,0.90885891359825,0.16999659052165,0.286420036764706,0.486211335179623,0.723805782795075,"BADO","Perch"
0.23,0.90885891359825,0.16999659052165,0.286420036764706,0.486211335179623,0.723805782795075,"BADO","Perch"
0.24,0.90885891359825,0.16999659052165,0.286420036764706,0.486211335179623,0.723805782795075,"BADO","Perch"
0.25,0.90885891359825,0.16999659052165,0.286420036764706,0.486211335179623,0.723805782795075,"BADO","Perch"
0.26,0.90885891359825,0.16999659052165,0.286420036764706,0.486211335179623,0.723805782795075,"BADO","Perch"
0.27,0.90885891359825,0.16999659052165,0.286420036764706,0.486211335179623,0.723805782795075,"BADO","Perch"
0.28,0.90885891359825,0.16999659052165,0.286420036764706,0.486211335179623,0.723805782795075,"BADO","Perch"
0.29,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.3,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.31,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.32,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.33,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.34,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.35,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.36,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.37,0.889575971731449,0.137333787930447,0.237934904601571,0.424518359259728,0.672797657647036,"BADO","Perch"
0.38,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.39,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.4,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.41,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.42,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.43,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.44,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.45,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.46,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.47,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.48,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.49,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.5,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.51,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.52,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.53,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.54,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.55,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.56,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.57,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.58,0.880810488676996,0.125980225025571,0.220432513049963,0.400672305356756,0.651270088128564,"BADO","Perch"
0.59,0.871696176546061,0.11581997954313,0.204472266530231,0.378133487688677,0.629883728539953,"BADO","Perch"
0.6,0.871696176546061,0.11581997954313,0.204472266530231,0.378133487688677,0.629883728539953,"BADO","Perch"
0.61,0.871696176546061,0.11581997954313,0.204472266530231,0.378133487688677,0.629883728539953,"BADO","Perch"
0.62,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.63,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.64,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.65,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.66,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.67,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.68,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.69,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.7,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.71,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.72,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.73,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.74,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.75,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.76,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.77,0.860413176996092,0.105080122741221,0.187287311618862,0.35297081863576,0.604718265968006,"BADO","Perch"
0.78,0.839331619537275,0.089055574497102,0.161025830713273,0.312604720187659,0.561209271757539,"BADO","Perch"
0.79,0.839331619537275,0.089055574497102,0.161025830713273,0.312604720187659,0.561209271757539,"BADO","Perch"
0.8,0.839331619537275,0.089055574497102,0.161025830713273,0.312604720187659,0.561209271757539,"BADO","Perch"
0.81,0.839331619537275,0.089055574497102,0.161025830713273,0.312604720187659,0.561209271757539,"BADO","Perch"
