"precision","recall","fscore","threshold","classifier","species"
NA,NA,NA,0.94,"BirdNET","BTBW"
NA,NA,NA,0.95,"BirdNET","BTBW"
NA,NA,NA,0.96,"BirdNET","BTBW"
NA,NA,NA,0.97,"BirdNET","BTBW"
NA,NA,NA,0.98,"BirdNET","BTBW"
NA,NA,NA,0.99,"BirdNET","BTBW"
0,NA,NA,0.01,"Perch","BTBW"
0,NA,NA,0.02,"Perch","BTBW"
0,NA,NA,0.03,"Perch","BTBW"
0,NA,NA,0.04,"Perch","BTBW"
0,NA,NA,0.05,"Perch","BTBW"
0,NA,NA,0.06,"Perch","BTBW"
0,NA,NA,0.07,"Perch","BTBW"
0,NA,NA,0.08,"Perch","BTBW"
0,NA,NA,0.09,"Perch","BTBW"
0,NA,NA,0.1,"Perch","BTBW"
0,NA,NA,0.11,"Perch","BTBW"
0,NA,NA,0.12,"Perch","BTBW"
0,NA,NA,0.13,"Perch","BTBW"
0,NA,NA,0.14,"Perch","BTBW"
0,NA,NA,0.15,"Perch","BTBW"
0,NA,NA,0.16,"Perch","BTBW"
0,NA,NA,0.17,"Perch","BTBW"
0,NA,NA,0.18,"Perch","BTBW"
0,NA,NA,0.19,"Perch","BTBW"
0,NA,NA,0.2,"Perch","BTBW"
0,NA,NA,0.21,"Perch","BTBW"
0,NA,NA,0.22,"Perch","BTBW"
0,NA,NA,0.23,"Perch","BTBW"
0,NA,NA,0.24,"Perch","BTBW"
0,NA,NA,0.25,"Perch","BTBW"
0,NA,NA,0.26,"Perch","BTBW"
0,NA,NA,0.27,"Perch","BTBW"
0,NA,NA,0.28,"Perch","BTBW"
0,NA,NA,0.29,"Perch","BTBW"
0,NA,NA,0.3,"Perch","BTBW"
0,NA,NA,0.31,"Perch","BTBW"
0,NA,NA,0.32,"Perch","BTBW"
0,NA,NA,0.33,"Perch","BTBW"
0,NA,NA,0.34,"Perch","BTBW"
0,NA,NA,0.35,"Perch","BTBW"
0,NA,NA,0.36,"Perch","BTBW"
0,NA,NA,0.37,"Perch","BTBW"
0,NA,NA,0.38,"Perch","BTBW"
0,NA,NA,0.39,"Perch","BTBW"
0,NA,NA,0.4,"Perch","BTBW"
0,NA,NA,0.41,"Perch","BTBW"
0,NA,NA,0.42,"Perch","BTBW"
0,NA,NA,0.43,"Perch","BTBW"
0,NA,NA,0.44,"Perch","BTBW"
0,NA,NA,0.45,"Perch","BTBW"
0,NA,NA,0.46,"Perch","BTBW"
0,NA,NA,0.47,"Perch","BTBW"
0,NA,NA,0.48,"Perch","BTBW"
0,NA,NA,0.49,"Perch","BTBW"
0,NA,NA,0.5,"Perch","BTBW"
0,NA,NA,0.51,"Perch","BTBW"
0,NA,NA,0.52,"Perch","BTBW"
0,NA,NA,0.53,"Perch","BTBW"
0,NA,NA,0.54,"Perch","BTBW"
0,NA,NA,0.55,"Perch","BTBW"
0,NA,NA,0.56,"Perch","BTBW"
0,NA,NA,0.57,"Perch","BTBW"
0,NA,NA,0.58,"Perch","BTBW"
0,NA,NA,0.59,"Perch","BTBW"
0,NA,NA,0.6,"Perch","BTBW"
0,NA,NA,0.61,"Perch","BTBW"
0,NA,NA,0.62,"Perch","BTBW"
0,NA,NA,0.63,"Perch","BTBW"
0,NA,NA,0.64,"Perch","BTBW"
0,NA,NA,0.65,"Perch","BTBW"
0,NA,NA,0.66,"Perch","BTBW"
0,NA,NA,0.67,"Perch","BTBW"
0,NA,NA,0.68,"Perch","BTBW"
0,NA,NA,0.69,"Perch","BTBW"
0,NA,NA,0.7,"Perch","BTBW"
0,NA,NA,0.71,"Perch","BTBW"
0,NA,NA,0.72,"Perch","BTBW"
0,NA,NA,0.73,"Perch","BTBW"
0,NA,NA,0.74,"Perch","BTBW"
0,NA,NA,0.75,"Perch","BTBW"
0,NA,NA,0.76,"Perch","BTBW"
0,NA,NA,0.77,"Perch","BTBW"
0,NA,NA,0.78,"Perch","BTBW"
0,NA,NA,0.79,"Perch","BTBW"
0,NA,NA,0.8,"Perch","BTBW"
0,NA,NA,0.81,"Perch","BTBW"
0,NA,NA,0.82,"Perch","BTBW"
0,NA,NA,0.83,"Perch","BTBW"
0,NA,NA,0.84,"Perch","BTBW"
0,NA,NA,0.85,"Perch","BTBW"
0,NA,NA,0.86,"Perch","BTBW"
0,NA,NA,0.87,"Perch","BTBW"
0,NA,NA,0.88,"Perch","BTBW"
0,NA,NA,0.89,"Perch","BTBW"
0,NA,NA,0.9,"Perch","BTBW"
0,NA,NA,0.91,"Perch","BTBW"
0,NA,NA,0.92,"Perch","BTBW"
0,NA,NA,0.93,"Perch","BTBW"
0,NA,NA,0.94,"Perch","BTBW"
0,NA,NA,0.95,"Perch","BTBW"
0,NA,NA,0.96,"Perch","BTBW"
0,NA,NA,0.97,"Perch","BTBW"
0,NA,NA,0.98,"Perch","BTBW"
0,NA,NA,0.99,"Perch","BTBW"
0.0247148288973384,1,0.0482374768089054,0.01,"HawkEars","BTNW"
0.0265848670756646,1,0.051792828685259,0.02,"HawkEars","BTNW"
0.0321782178217822,1,0.0623501199040767,0.03,"HawkEars","BTNW"
0.0395136778115502,1,0.0760233918128655,0.04,"HawkEars","BTNW"
0.0451388888888889,1,0.0863787375415282,0.05,"HawkEars","BTNW"
0.0532786885245902,1,0.101167315175097,0.06,"HawkEars","BTNW"
0.0593607305936073,1,0.112068965517241,0.07,"HawkEars","BTNW"
0.0687830687830688,1,0.128712871287129,0.08,"HawkEars","BTNW"
0.0734463276836158,1,0.136842105263158,0.09,"HawkEars","BTNW"
0.0755813953488372,1,0.140540540540541,0.1,"HawkEars","BTNW"
0.0797546012269939,1,0.147727272727273,0.11,"HawkEars","BTNW"
0.0844155844155844,1,0.155688622754491,0.12,"HawkEars","BTNW"
0.0935251798561151,1,0.171052631578947,0.13,"HawkEars","BTNW"
0.1,1,0.181818181818182,0.14,"HawkEars","BTNW"
0.108333333333333,1,0.195488721804511,0.15,"HawkEars","BTNW"
0.119266055045872,1,0.213114754098361,0.16,"HawkEars","BTNW"
0.13,1,0.230088495575221,0.17,"HawkEars","BTNW"
0.138297872340426,1,0.242990654205607,0.18,"HawkEars","BTNW"
0.149425287356322,1,0.26,0.19,"HawkEars","BTNW"
0.158536585365854,1,0.273684210526316,0.2,"HawkEars","BTNW"
0.171052631578947,1,0.292134831460674,0.21,"HawkEars","BTNW"
0.178082191780822,1,0.302325581395349,0.22,"HawkEars","BTNW"
0.188405797101449,1,0.317073170731707,0.23,"HawkEars","BTNW"
0.196969696969697,1,0.329113924050633,0.24,"HawkEars","BTNW"
0.206349206349206,1,0.342105263157895,0.25,"HawkEars","BTNW"
0.220338983050847,1,0.361111111111111,0.26,"HawkEars","BTNW"
0.232142857142857,1,0.376811594202899,0.27,"HawkEars","BTNW"
0.236363636363636,1,0.382352941176471,0.28,"HawkEars","BTNW"
0.254901960784314,1,0.40625,0.29,"HawkEars","BTNW"
0.270833333333333,1,0.426229508196721,0.3,"HawkEars","BTNW"
0.288888888888889,1,0.448275862068966,0.31,"HawkEars","BTNW"
0.302325581395349,1,0.464285714285714,0.32,"HawkEars","BTNW"
0.3,0.923076923076923,0.452830188679245,0.33,"HawkEars","BTNW"
0.324324324324324,0.923076923076923,0.48,0.34,"HawkEars","BTNW"
0.375,0.923076923076923,0.533333333333333,0.35,"HawkEars","BTNW"
0.387096774193548,0.923076923076923,0.545454545454545,0.36,"HawkEars","BTNW"
0.4,0.923076923076923,0.558139534883721,0.37,"HawkEars","BTNW"
0.4,0.923076923076923,0.558139534883721,0.38,"HawkEars","BTNW"
0.413793103448276,0.923076923076923,0.571428571428572,0.39,"HawkEars","BTNW"
0.428571428571429,0.923076923076923,0.585365853658537,0.4,"HawkEars","BTNW"
0.48,0.923076923076923,0.631578947368421,0.41,"HawkEars","BTNW"
0.5,0.923076923076923,0.648648648648649,0.42,"HawkEars","BTNW"
0.5,0.923076923076923,0.648648648648649,0.43,"HawkEars","BTNW"
0.521739130434783,0.923076923076923,0.666666666666667,0.44,"HawkEars","BTNW"
0.571428571428571,0.923076923076923,0.705882352941177,0.45,"HawkEars","BTNW"
0.6,0.923076923076923,0.727272727272727,0.46,"HawkEars","BTNW"
0.6,0.923076923076923,0.727272727272727,0.47,"HawkEars","BTNW"
0.6,0.923076923076923,0.727272727272727,0.48,"HawkEars","BTNW"
0.6,0.923076923076923,0.727272727272727,0.49,"HawkEars","BTNW"
0.6,0.923076923076923,0.727272727272727,0.5,"HawkEars","BTNW"
0.6,0.923076923076923,0.727272727272727,0.51,"HawkEars","BTNW"
0.588235294117647,0.769230769230769,0.666666666666667,0.52,"HawkEars","BTNW"
0.588235294117647,0.769230769230769,0.666666666666667,0.53,"HawkEars","BTNW"
0.625,0.769230769230769,0.689655172413793,0.54,"HawkEars","BTNW"
0.625,0.769230769230769,0.689655172413793,0.55,"HawkEars","BTNW"
0.666666666666667,0.769230769230769,0.714285714285714,0.56,"HawkEars","BTNW"
0.642857142857143,0.692307692307692,0.666666666666667,0.57,"HawkEars","BTNW"
0.642857142857143,0.692307692307692,0.666666666666667,0.58,"HawkEars","BTNW"
0.642857142857143,0.692307692307692,0.666666666666667,0.59,"HawkEars","BTNW"
0.642857142857143,0.692307692307692,0.666666666666667,0.6,"HawkEars","BTNW"
0.642857142857143,0.692307692307692,0.666666666666667,0.61,"HawkEars","BTNW"
0.642857142857143,0.692307692307692,0.666666666666667,0.62,"HawkEars","BTNW"
0.642857142857143,0.692307692307692,0.666666666666667,0.63,"HawkEars","BTNW"
0.642857142857143,0.692307692307692,0.666666666666667,0.64,"HawkEars","BTNW"
0.666666666666667,0.615384615384615,0.64,0.65,"HawkEars","BTNW"
0.666666666666667,0.615384615384615,0.64,0.66,"HawkEars","BTNW"
0.666666666666667,0.615384615384615,0.64,0.67,"HawkEars","BTNW"
0.666666666666667,0.615384615384615,0.64,0.68,"HawkEars","BTNW"
0.666666666666667,0.615384615384615,0.64,0.69,"HawkEars","BTNW"
0.636363636363636,0.538461538461538,0.583333333333333,0.7,"HawkEars","BTNW"
0.636363636363636,0.538461538461538,0.583333333333333,0.71,"HawkEars","BTNW"
0.7,0.538461538461538,0.608695652173913,0.72,"HawkEars","BTNW"
0.777777777777778,0.538461538461538,0.636363636363636,0.73,"HawkEars","BTNW"
0.777777777777778,0.538461538461538,0.636363636363636,0.74,"HawkEars","BTNW"
0.75,0.461538461538462,0.571428571428571,0.75,"HawkEars","BTNW"
0.75,0.461538461538462,0.571428571428571,0.76,"HawkEars","BTNW"
0.75,0.461538461538462,0.571428571428571,0.77,"HawkEars","BTNW"
0.75,0.461538461538462,0.571428571428571,0.78,"HawkEars","BTNW"
0.75,0.461538461538462,0.571428571428571,0.79,"HawkEars","BTNW"
0.857142857142857,0.461538461538462,0.6,0.8,"HawkEars","BTNW"
0.857142857142857,0.461538461538462,0.6,0.81,"HawkEars","BTNW"
0.857142857142857,0.461538461538462,0.6,0.82,"HawkEars","BTNW"
0.857142857142857,0.461538461538462,0.6,0.83,"HawkEars","BTNW"
1,0.461538461538462,0.631578947368421,0.84,"HawkEars","BTNW"
1,0.461538461538462,0.631578947368421,0.85,"HawkEars","BTNW"
1,0.461538461538462,0.631578947368421,0.86,"HawkEars","BTNW"
1,0.461538461538462,0.631578947368421,0.87,"HawkEars","BTNW"
1,0.461538461538462,0.631578947368421,0.88,"HawkEars","BTNW"
1,0.461538461538462,0.631578947368421,0.89,"HawkEars","BTNW"
1,0.461538461538462,0.631578947368421,0.9,"HawkEars","BTNW"
1,0.461538461538462,0.631578947368421,0.91,"HawkEars","BTNW"
1,0.307692307692308,0.470588235294118,0.92,"HawkEars","BTNW"
1,0.230769230769231,0.375,0.93,"HawkEars","BTNW"
1,0.153846153846154,0.266666666666667,0.94,"HawkEars","BTNW"
1,0.153846153846154,0.266666666666667,0.95,"HawkEars","BTNW"
1,0.153846153846154,0.266666666666667,0.96,"HawkEars","BTNW"
1,0.0769230769230769,0.142857142857143,0.97,"HawkEars","BTNW"
NA,0,NA,0.98,"HawkEars","BTNW"
NA,0,NA,0.99,"HawkEars","BTNW"
0.0582959641255605,1,0.110169491525424,0.01,"BirdNET","BTNW"
0.0774193548387097,0.923076923076923,0.142857142857143,0.02,"BirdNET","BTNW"
0.102564102564103,0.923076923076923,0.184615384615385,0.03,"BirdNET","BTNW"
0.135802469135802,0.846153846153846,0.234042553191489,0.04,"BirdNET","BTNW"
0.160714285714286,0.692307692307692,0.260869565217391,0.05,"BirdNET","BTNW"
0.2,0.692307692307692,0.310344827586207,0.06,"BirdNET","BTNW"
0.235294117647059,0.615384615384615,0.340425531914894,0.07,"BirdNET","BTNW"
0.241379310344828,0.538461538461538,0.333333333333333,0.08,"BirdNET","BTNW"
0.24,0.461538461538462,0.315789473684211,0.09,"BirdNET","BTNW"
0.285714285714286,0.461538461538462,0.352941176470588,0.1,"BirdNET","BTNW"
0.333333333333333,0.461538461538462,0.387096774193548,0.11,"BirdNET","BTNW"
0.333333333333333,0.461538461538462,0.387096774193548,0.12,"BirdNET","BTNW"
0.4,0.461538461538462,0.428571428571429,0.13,"BirdNET","BTNW"
0.461538461538462,0.461538461538462,0.461538461538462,0.14,"BirdNET","BTNW"
0.5,0.461538461538462,0.48,0.15,"BirdNET","BTNW"
0.454545454545455,0.384615384615385,0.416666666666667,0.16,"BirdNET","BTNW"
0.454545454545455,0.384615384615385,0.416666666666667,0.17,"BirdNET","BTNW"
0.454545454545455,0.384615384615385,0.416666666666667,0.18,"BirdNET","BTNW"
0.454545454545455,0.384615384615385,0.416666666666667,0.19,"BirdNET","BTNW"
0.444444444444444,0.307692307692308,0.363636363636364,0.2,"BirdNET","BTNW"
0.571428571428571,0.307692307692308,0.4,0.21,"BirdNET","BTNW"
0.571428571428571,0.307692307692308,0.4,0.22,"BirdNET","BTNW"
0.571428571428571,0.307692307692308,0.4,0.23,"BirdNET","BTNW"
0.571428571428571,0.307692307692308,0.4,0.24,"BirdNET","BTNW"
0.571428571428571,0.307692307692308,0.4,0.25,"BirdNET","BTNW"
0.8,0.307692307692308,0.444444444444444,0.26,"BirdNET","BTNW"
0.8,0.307692307692308,0.444444444444444,0.27,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.28,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.29,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.3,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.31,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.32,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.33,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.34,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.35,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.36,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.37,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.38,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.39,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.4,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.41,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.42,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.43,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.44,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.45,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.46,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.47,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.48,"BirdNET","BTNW"
0.75,0.230769230769231,0.352941176470588,0.49,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.5,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.51,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.52,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.53,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.54,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.55,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.56,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.57,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.58,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.59,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.6,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.61,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.62,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.63,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.64,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.65,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.66,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.67,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.68,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.69,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.7,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.71,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.72,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.73,"BirdNET","BTNW"
1,0.230769230769231,0.375,0.74,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.75,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.76,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.77,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.78,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.79,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.8,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.81,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.82,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.83,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.84,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.85,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.86,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.87,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.88,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.89,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.9,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.91,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.92,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.93,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.94,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.95,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.96,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.97,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.98,"BirdNET","BTNW"
1,0.153846153846154,0.266666666666667,0.99,"BirdNET","BTNW"
0.0467836257309941,0.615384615384615,0.0869565217391304,0.01,"Perch","BTNW"
0.0823529411764706,0.538461538461538,0.142857142857143,0.02,"Perch","BTNW"
0.0819672131147541,0.384615384615385,0.135135135135135,0.03,"Perch","BTNW"
0.0930232558139535,0.307692307692308,0.142857142857143,0.04,"Perch","BTNW"
0.114285714285714,0.307692307692308,0.166666666666667,0.05,"Perch","BTNW"
0.107142857142857,0.230769230769231,0.146341463414634,0.06,"Perch","BTNW"
0.107142857142857,0.230769230769231,0.146341463414634,0.07,"Perch","BTNW"
0.111111111111111,0.230769230769231,0.15,0.08,"Perch","BTNW"
0.115384615384615,0.230769230769231,0.153846153846154,0.09,"Perch","BTNW"
0.136363636363636,0.230769230769231,0.171428571428571,0.1,"Perch","BTNW"
0.15,0.230769230769231,0.181818181818182,0.11,"Perch","BTNW"
0.157894736842105,0.230769230769231,0.1875,0.12,"Perch","BTNW"
0.1875,0.230769230769231,0.206896551724138,0.13,"Perch","BTNW"
0.1875,0.230769230769231,0.206896551724138,0.14,"Perch","BTNW"
0.1875,0.230769230769231,0.206896551724138,0.15,"Perch","BTNW"
0.1875,0.230769230769231,0.206896551724138,0.16,"Perch","BTNW"
0.1875,0.230769230769231,0.206896551724138,0.17,"Perch","BTNW"
0.1875,0.230769230769231,0.206896551724138,0.18,"Perch","BTNW"
0.1875,0.230769230769231,0.206896551724138,0.19,"Perch","BTNW"
0.2,0.230769230769231,0.214285714285714,0.2,"Perch","BTNW"
0.2,0.230769230769231,0.214285714285714,0.21,"Perch","BTNW"
0.2,0.230769230769231,0.214285714285714,0.22,"Perch","BTNW"
0.2,0.230769230769231,0.214285714285714,0.23,"Perch","BTNW"
0.2,0.230769230769231,0.214285714285714,0.24,"Perch","BTNW"
0.2,0.230769230769231,0.214285714285714,0.25,"Perch","BTNW"
0.2,0.230769230769231,0.214285714285714,0.26,"Perch","BTNW"
0.2,0.230769230769231,0.214285714285714,0.27,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.28,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.29,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.3,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.31,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.32,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.33,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.34,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.35,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.36,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.37,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.38,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.39,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.4,"Perch","BTNW"
0.214285714285714,0.230769230769231,0.222222222222222,0.41,"Perch","BTNW"
0.230769230769231,0.230769230769231,0.230769230769231,0.42,"Perch","BTNW"
0.230769230769231,0.230769230769231,0.230769230769231,0.43,"Perch","BTNW"
0.230769230769231,0.230769230769231,0.230769230769231,0.44,"Perch","BTNW"
0.25,0.230769230769231,0.24,0.45,"Perch","BTNW"
0.25,0.230769230769231,0.24,0.46,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.47,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.48,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.49,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.5,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.51,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.52,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.53,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.54,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.55,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.56,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.57,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.58,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.59,"Perch","BTNW"
0.272727272727273,0.230769230769231,0.25,0.6,"Perch","BTNW"
0.3,0.230769230769231,0.260869565217391,0.61,"Perch","BTNW"
0.3,0.230769230769231,0.260869565217391,0.62,"Perch","BTNW"
0.3,0.230769230769231,0.260869565217391,0.63,"Perch","BTNW"
0.3,0.230769230769231,0.260869565217391,0.64,"Perch","BTNW"
0.3,0.230769230769231,0.260869565217391,0.65,"Perch","BTNW"
0.3,0.230769230769231,0.260869565217391,0.66,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.67,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.68,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.69,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.7,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.71,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.72,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.73,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.74,"Perch","BTNW"
0.25,0.153846153846154,0.19047619047619,0.75,"Perch","BTNW"
0.285714285714286,0.153846153846154,0.2,0.76,"Perch","BTNW"
0.285714285714286,0.153846153846154,0.2,0.77,"Perch","BTNW"
0.333333333333333,0.153846153846154,0.210526315789474,0.78,"Perch","BTNW"
0.333333333333333,0.153846153846154,0.210526315789474,0.79,"Perch","BTNW"
0.333333333333333,0.153846153846154,0.210526315789474,0.8,"Perch","BTNW"
0.333333333333333,0.153846153846154,0.210526315789474,0.81,"Perch","BTNW"
0.333333333333333,0.153846153846154,0.210526315789474,0.82,"Perch","BTNW"
0.4,0.153846153846154,0.222222222222222,0.83,"Perch","BTNW"
0.4,0.153846153846154,0.222222222222222,0.84,"Perch","BTNW"
0.4,0.153846153846154,0.222222222222222,0.85,"Perch","BTNW"
0.5,0.153846153846154,0.235294117647059,0.86,"Perch","BTNW"
0.5,0.153846153846154,0.235294117647059,0.87,"Perch","BTNW"
0.5,0.153846153846154,0.235294117647059,0.88,"Perch","BTNW"
0.5,0.153846153846154,0.235294117647059,0.89,"Perch","BTNW"
0.5,0.153846153846154,0.235294117647059,0.9,"Perch","BTNW"
0.5,0.153846153846154,0.235294117647059,0.91,"Perch","BTNW"
0.666666666666667,0.153846153846154,0.25,0.92,"Perch","BTNW"
0.5,0.0769230769230769,0.133333333333333,0.93,"Perch","BTNW"
0.5,0.0769230769230769,0.133333333333333,0.94,"Perch","BTNW"
0.5,0.0769230769230769,0.133333333333333,0.95,"Perch","BTNW"
0.5,0.0769230769230769,0.133333333333333,0.96,"Perch","BTNW"
0.5,0.0769230769230769,0.133333333333333,0.97,"Perch","BTNW"
0,0,NA,0.98,"Perch","BTNW"
0,0,NA,0.99,"Perch","BTNW"
0.00816326530612245,1,0.0161943319838057,0.01,"HawkEars","BUFF"
0.00904159132007233,0.833333333333333,0.0178890876565295,0.02,"HawkEars","BUFF"
0.0168350168350168,0.833333333333333,0.033003300330033,0.03,"HawkEars","BUFF"
0.0207253886010363,0.666666666666667,0.0402010050251256,0.04,"HawkEars","BUFF"
0.0275862068965517,0.666666666666667,0.0529801324503311,0.05,"HawkEars","BUFF"
0.0258620689655172,0.5,0.0491803278688525,0.06,"HawkEars","BUFF"
0.0315789473684211,0.5,0.0594059405940594,0.07,"HawkEars","BUFF"
0.0379746835443038,0.5,0.0705882352941176,0.08,"HawkEars","BUFF"
0.0289855072463768,0.333333333333333,0.0533333333333333,0.09,"HawkEars","BUFF"
0.032258064516129,0.333333333333333,0.0588235294117647,0.1,"HawkEars","BUFF"
0.0350877192982456,0.333333333333333,0.0634920634920635,0.11,"HawkEars","BUFF"
0.0408163265306122,0.333333333333333,0.0727272727272727,0.12,"HawkEars","BUFF"
0.0444444444444444,0.333333333333333,0.0784313725490196,0.13,"HawkEars","BUFF"
0.0476190476190476,0.333333333333333,0.0833333333333333,0.14,"HawkEars","BUFF"
0.0487804878048781,0.333333333333333,0.0851063829787234,0.15,"HawkEars","BUFF"
0.05,0.333333333333333,0.0869565217391304,0.16,"HawkEars","BUFF"
0.0512820512820513,0.333333333333333,0.0888888888888889,0.17,"HawkEars","BUFF"
0.0555555555555556,0.333333333333333,0.0952380952380952,0.18,"HawkEars","BUFF"
0.0571428571428571,0.333333333333333,0.0975609756097561,0.19,"HawkEars","BUFF"
