"precision","recall","fscore","threshold","classifier","species"
0,NA,NA,0.01,"HawkEars","AGOL"
0,NA,NA,0.02,"HawkEars","AGOL"
0,NA,NA,0.03,"HawkEars","AGOL"
0,NA,NA,0.04,"HawkEars","AGOL"
0,NA,NA,0.05,"HawkEars","AGOL"
0,NA,NA,0.06,"HawkEars","AGOL"
0,NA,NA,0.07,"HawkEars","AGOL"
0,NA,NA,0.08,"HawkEars","AGOL"
0,NA,NA,0.09,"HawkEars","AGOL"
0,NA,NA,0.1,"HawkEars","AGOL"
0,NA,NA,0.11,"HawkEars","AGOL"
0,NA,NA,0.12,"HawkEars","AGOL"
0,NA,NA,0.13,"HawkEars","AGOL"
0,NA,NA,0.14,"HawkEars","AGOL"
0,NA,NA,0.15,"HawkEars","AGOL"
0,NA,NA,0.16,"HawkEars","AGOL"
0,NA,NA,0.17,"HawkEars","AGOL"
0,NA,NA,0.18,"HawkEars","AGOL"
0,NA,NA,0.19,"HawkEars","AGOL"
0,NA,NA,0.2,"HawkEars","AGOL"
0,NA,NA,0.21,"HawkEars","AGOL"
0,NA,NA,0.22,"HawkEars","AGOL"
0,NA,NA,0.23,"HawkEars","AGOL"
0,NA,NA,0.24,"HawkEars","AGOL"
0,NA,NA,0.25,"HawkEars","AGOL"
0,NA,NA,0.26,"HawkEars","AGOL"
0,NA,NA,0.27,"HawkEars","AGOL"
0,NA,NA,0.28,"HawkEars","AGOL"
0,NA,NA,0.29,"HawkEars","AGOL"
0,NA,NA,0.3,"HawkEars","AGOL"
0,NA,NA,0.31,"HawkEars","AGOL"
0,NA,NA,0.32,"HawkEars","AGOL"
0,NA,NA,0.33,"HawkEars","AGOL"
0,NA,NA,0.34,"HawkEars","AGOL"
0,NA,NA,0.35,"HawkEars","AGOL"
0,NA,NA,0.36,"HawkEars","AGOL"
0,NA,NA,0.37,"HawkEars","AGOL"
0,NA,NA,0.38,"HawkEars","AGOL"
0,NA,NA,0.39,"HawkEars","AGOL"
0,NA,NA,0.4,"HawkEars","AGOL"
0,NA,NA,0.41,"HawkEars","AGOL"
0,NA,NA,0.42,"HawkEars","AGOL"
0,NA,NA,0.43,"HawkEars","AGOL"
0,NA,NA,0.44,"HawkEars","AGOL"
0,NA,NA,0.45,"HawkEars","AGOL"
0,NA,NA,0.46,"HawkEars","AGOL"
0,NA,NA,0.47,"HawkEars","AGOL"
0,NA,NA,0.48,"HawkEars","AGOL"
0,NA,NA,0.49,"HawkEars","AGOL"
0,NA,NA,0.5,"HawkEars","AGOL"
0,NA,NA,0.51,"HawkEars","AGOL"
0,NA,NA,0.52,"HawkEars","AGOL"
0,NA,NA,0.53,"HawkEars","AGOL"
0,NA,NA,0.54,"HawkEars","AGOL"
0,NA,NA,0.55,"HawkEars","AGOL"
0,NA,NA,0.56,"HawkEars","AGOL"
0,NA,NA,0.57,"HawkEars","AGOL"
0,NA,NA,0.58,"HawkEars","AGOL"
0,NA,NA,0.59,"HawkEars","AGOL"
0,NA,NA,0.6,"HawkEars","AGOL"
0,NA,NA,0.61,"HawkEars","AGOL"
0,NA,NA,0.62,"HawkEars","AGOL"
0,NA,NA,0.63,"HawkEars","AGOL"
0,NA,NA,0.64,"HawkEars","AGOL"
0,NA,NA,0.65,"HawkEars","AGOL"
0,NA,NA,0.66,"HawkEars","AGOL"
0,NA,NA,0.67,"HawkEars","AGOL"
0,NA,NA,0.68,"HawkEars","AGOL"
0,NA,NA,0.69,"HawkEars","AGOL"
0,NA,NA,0.7,"HawkEars","AGOL"
0,NA,NA,0.71,"HawkEars","AGOL"
0,NA,NA,0.72,"HawkEars","AGOL"
0,NA,NA,0.73,"HawkEars","AGOL"
0,NA,NA,0.74,"HawkEars","AGOL"
0,NA,NA,0.75,"HawkEars","AGOL"
0,NA,NA,0.76,"HawkEars","AGOL"
0,NA,NA,0.77,"HawkEars","AGOL"
0,NA,NA,0.78,"HawkEars","AGOL"
0,NA,NA,0.79,"HawkEars","AGOL"
0,NA,NA,0.8,"HawkEars","AGOL"
0,NA,NA,0.81,"HawkEars","AGOL"
0,NA,NA,0.82,"HawkEars","AGOL"
0,NA,NA,0.83,"HawkEars","AGOL"
0,NA,NA,0.84,"HawkEars","AGOL"
0,NA,NA,0.85,"HawkEars","AGOL"
0,NA,NA,0.86,"HawkEars","AGOL"
0,NA,NA,0.87,"HawkEars","AGOL"
0,NA,NA,0.88,"HawkEars","AGOL"
0,NA,NA,0.89,"HawkEars","AGOL"
0,NA,NA,0.9,"HawkEars","AGOL"
0,NA,NA,0.91,"HawkEars","AGOL"
0,NA,NA,0.92,"HawkEars","AGOL"
0,NA,NA,0.93,"HawkEars","AGOL"
0,NA,NA,0.94,"HawkEars","AGOL"
0,NA,NA,0.95,"HawkEars","AGOL"
NA,NA,NA,0.96,"HawkEars","AGOL"
NA,NA,NA,0.97,"HawkEars","AGOL"
NA,NA,NA,0.98,"HawkEars","AGOL"
NA,NA,NA,0.99,"HawkEars","AGOL"
NA,NA,NA,0.01,"BirdNET","AGOL"
NA,NA,NA,0.02,"BirdNET","AGOL"
NA,NA,NA,0.03,"BirdNET","AGOL"
NA,NA,NA,0.04,"BirdNET","AGOL"
NA,NA,NA,0.05,"BirdNET","AGOL"
NA,NA,NA,0.06,"BirdNET","AGOL"
NA,NA,NA,0.07,"BirdNET","AGOL"
NA,NA,NA,0.08,"BirdNET","AGOL"
NA,NA,NA,0.09,"BirdNET","AGOL"
NA,NA,NA,0.1,"BirdNET","AGOL"
NA,NA,NA,0.11,"BirdNET","AGOL"
NA,NA,NA,0.12,"BirdNET","AGOL"
NA,NA,NA,0.13,"BirdNET","AGOL"
NA,NA,NA,0.14,"BirdNET","AGOL"
NA,NA,NA,0.15,"BirdNET","AGOL"
NA,NA,NA,0.16,"BirdNET","AGOL"
NA,NA,NA,0.17,"BirdNET","AGOL"
NA,NA,NA,0.18,"BirdNET","AGOL"
NA,NA,NA,0.19,"BirdNET","AGOL"
NA,NA,NA,0.2,"BirdNET","AGOL"
NA,NA,NA,0.21,"BirdNET","AGOL"
NA,NA,NA,0.22,"BirdNET","AGOL"
NA,NA,NA,0.23,"BirdNET","AGOL"
NA,NA,NA,0.24,"BirdNET","AGOL"
NA,NA,NA,0.25,"BirdNET","AGOL"
NA,NA,NA,0.26,"BirdNET","AGOL"
NA,NA,NA,0.27,"BirdNET","AGOL"
NA,NA,NA,0.28,"BirdNET","AGOL"
NA,NA,NA,0.29,"BirdNET","AGOL"
NA,NA,NA,0.3,"BirdNET","AGOL"
NA,NA,NA,0.31,"BirdNET","AGOL"
NA,NA,NA,0.32,"BirdNET","AGOL"
NA,NA,NA,0.33,"BirdNET","AGOL"
NA,NA,NA,0.34,"BirdNET","AGOL"
NA,NA,NA,0.35,"BirdNET","AGOL"
NA,NA,NA,0.36,"BirdNET","AGOL"
NA,NA,NA,0.37,"BirdNET","AGOL"
NA,NA,NA,0.38,"BirdNET","AGOL"
NA,NA,NA,0.39,"BirdNET","AGOL"
NA,NA,NA,0.4,"BirdNET","AGOL"
NA,NA,NA,0.41,"BirdNET","AGOL"
NA,NA,NA,0.42,"BirdNET","AGOL"
NA,NA,NA,0.43,"BirdNET","AGOL"
NA,NA,NA,0.44,"BirdNET","AGOL"
NA,NA,NA,0.45,"BirdNET","AGOL"
NA,NA,NA,0.46,"BirdNET","AGOL"
NA,NA,NA,0.47,"BirdNET","AGOL"
NA,NA,NA,0.48,"BirdNET","AGOL"
NA,NA,NA,0.49,"BirdNET","AGOL"
NA,NA,NA,0.5,"BirdNET","AGOL"
NA,NA,NA,0.51,"BirdNET","AGOL"
NA,NA,NA,0.52,"BirdNET","AGOL"
NA,NA,NA,0.53,"BirdNET","AGOL"
NA,NA,NA,0.54,"BirdNET","AGOL"
NA,NA,NA,0.55,"BirdNET","AGOL"
NA,NA,NA,0.56,"BirdNET","AGOL"
NA,NA,NA,0.57,"BirdNET","AGOL"
NA,NA,NA,0.58,"BirdNET","AGOL"
NA,NA,NA,0.59,"BirdNET","AGOL"
NA,NA,NA,0.6,"BirdNET","AGOL"
NA,NA,NA,0.61,"BirdNET","AGOL"
NA,NA,NA,0.62,"BirdNET","AGOL"
NA,NA,NA,0.63,"BirdNET","AGOL"
NA,NA,NA,0.64,"BirdNET","AGOL"
NA,NA,NA,0.65,"BirdNET","AGOL"
NA,NA,NA,0.66,"BirdNET","AGOL"
NA,NA,NA,0.67,"BirdNET","AGOL"
NA,NA,NA,0.68,"BirdNET","AGOL"
NA,NA,NA,0.69,"BirdNET","AGOL"
NA,NA,NA,0.7,"BirdNET","AGOL"
NA,NA,NA,0.71,"BirdNET","AGOL"
NA,NA,NA,0.72,"BirdNET","AGOL"
NA,NA,NA,0.73,"BirdNET","AGOL"
NA,NA,NA,0.74,"BirdNET","AGOL"
NA,NA,NA,0.75,"BirdNET","AGOL"
NA,NA,NA,0.76,"BirdNET","AGOL"
NA,NA,NA,0.77,"BirdNET","AGOL"
NA,NA,NA,0.78,"BirdNET","AGOL"
NA,NA,NA,0.79,"BirdNET","AGOL"
NA,NA,NA,0.8,"BirdNET","AGOL"
NA,NA,NA,0.81,"BirdNET","AGOL"
NA,NA,NA,0.82,"BirdNET","AGOL"
NA,NA,NA,0.83,"BirdNET","AGOL"
NA,NA,NA,0.84,"BirdNET","AGOL"
NA,NA,NA,0.85,"BirdNET","AGOL"
NA,NA,NA,0.86,"BirdNET","AGOL"
NA,NA,NA,0.87,"BirdNET","AGOL"
NA,NA,NA,0.88,"BirdNET","AGOL"
NA,NA,NA,0.89,"BirdNET","AGOL"
NA,NA,NA,0.9,"BirdNET","AGOL"
NA,NA,NA,0.91,"BirdNET","AGOL"
NA,NA,NA,0.92,"BirdNET","AGOL"
NA,NA,NA,0.93,"BirdNET","AGOL"
NA,NA,NA,0.94,"BirdNET","AGOL"
NA,NA,NA,0.95,"BirdNET","AGOL"
NA,NA,NA,0.96,"BirdNET","AGOL"
NA,NA,NA,0.97,"BirdNET","AGOL"
NA,NA,NA,0.98,"BirdNET","AGOL"
NA,NA,NA,0.99,"BirdNET","AGOL"
NA,NA,NA,0.01,"Perch","AGOL"
NA,NA,NA,0.02,"Perch","AGOL"
NA,NA,NA,0.03,"Perch","AGOL"
NA,NA,NA,0.04,"Perch","AGOL"
NA,NA,NA,0.05,"Perch","AGOL"
NA,NA,NA,0.06,"Perch","AGOL"
NA,NA,NA,0.07,"Perch","AGOL"
NA,NA,NA,0.08,"Perch","AGOL"
NA,NA,NA,0.09,"Perch","AGOL"
NA,NA,NA,0.1,"Perch","AGOL"
NA,NA,NA,0.11,"Perch","AGOL"
NA,NA,NA,0.12,"Perch","AGOL"
NA,NA,NA,0.13,"Perch","AGOL"
NA,NA,NA,0.14,"Perch","AGOL"
NA,NA,NA,0.15,"Perch","AGOL"
NA,NA,NA,0.16,"Perch","AGOL"
NA,NA,NA,0.17,"Perch","AGOL"
NA,NA,NA,0.18,"Perch","AGOL"
NA,NA,NA,0.19,"Perch","AGOL"
NA,NA,NA,0.2,"Perch","AGOL"
NA,NA,NA,0.21,"Perch","AGOL"
NA,NA,NA,0.22,"Perch","AGOL"
NA,NA,NA,0.23,"Perch","AGOL"
NA,NA,NA,0.24,"Perch","AGOL"
NA,NA,NA,0.25,"Perch","AGOL"
NA,NA,NA,0.26,"Perch","AGOL"
NA,NA,NA,0.27,"Perch","AGOL"
NA,NA,NA,0.28,"Perch","AGOL"
NA,NA,NA,0.29,"Perch","AGOL"
NA,NA,NA,0.3,"Perch","AGOL"
NA,NA,NA,0.31,"Perch","AGOL"
NA,NA,NA,0.32,"Perch","AGOL"
NA,NA,NA,0.33,"Perch","AGOL"
NA,NA,NA,0.34,"Perch","AGOL"
NA,NA,NA,0.35,"Perch","AGOL"
NA,NA,NA,0.36,"Perch","AGOL"
NA,NA,NA,0.37,"Perch","AGOL"
NA,NA,NA,0.38,"Perch","AGOL"
NA,NA,NA,0.39,"Perch","AGOL"
NA,NA,NA,0.4,"Perch","AGOL"
NA,NA,NA,0.41,"Perch","AGOL"
NA,NA,NA,0.42,"Perch","AGOL"
NA,NA,NA,0.43,"Perch","AGOL"
NA,NA,NA,0.44,"Perch","AGOL"
NA,NA,NA,0.45,"Perch","AGOL"
NA,NA,NA,0.46,"Perch","AGOL"
NA,NA,NA,0.47,"Perch","AGOL"
NA,NA,NA,0.48,"Perch","AGOL"
NA,NA,NA,0.49,"Perch","AGOL"
NA,NA,NA,0.5,"Perch","AGOL"
NA,NA,NA,0.51,"Perch","AGOL"
NA,NA,NA,0.52,"Perch","AGOL"
NA,NA,NA,0.53,"Perch","AGOL"
NA,NA,NA,0.54,"Perch","AGOL"
NA,NA,NA,0.55,"Perch","AGOL"
NA,NA,NA,0.56,"Perch","AGOL"
NA,NA,NA,0.57,"Perch","AGOL"
NA,NA,NA,0.58,"Perch","AGOL"
NA,NA,NA,0.59,"Perch","AGOL"
NA,NA,NA,0.6,"Perch","AGOL"
NA,NA,NA,0.61,"Perch","AGOL"
NA,NA,NA,0.62,"Perch","AGOL"
NA,NA,NA,0.63,"Perch","AGOL"
NA,NA,NA,0.64,"Perch","AGOL"
NA,NA,NA,0.65,"Perch","AGOL"
NA,NA,NA,0.66,"Perch","AGOL"
NA,NA,NA,0.67,"Perch","AGOL"
NA,NA,NA,0.68,"Perch","AGOL"
NA,NA,NA,0.69,"Perch","AGOL"
NA,NA,NA,0.7,"Perch","AGOL"
NA,NA,NA,0.71,"Perch","AGOL"
NA,NA,NA,0.72,"Perch","AGOL"
NA,NA,NA,0.73,"Perch","AGOL"
NA,NA,NA,0.74,"Perch","AGOL"
NA,NA,NA,0.75,"Perch","AGOL"
NA,NA,NA,0.76,"Perch","AGOL"
NA,NA,NA,0.77,"Perch","AGOL"
NA,NA,NA,0.78,"Perch","AGOL"
NA,NA,NA,0.79,"Perch","AGOL"
NA,NA,NA,0.8,"Perch","AGOL"
NA,NA,NA,0.81,"Perch","AGOL"
NA,NA,NA,0.82,"Perch","AGOL"
NA,NA,NA,0.83,"Perch","AGOL"
NA,NA,NA,0.84,"Perch","AGOL"
NA,NA,NA,0.85,"Perch","AGOL"
NA,NA,NA,0.86,"Perch","AGOL"
NA,NA,NA,0.87,"Perch","AGOL"
NA,NA,NA,0.88,"Perch","AGOL"
NA,NA,NA,0.89,"Perch","AGOL"
NA,NA,NA,0.9,"Perch","AGOL"
NA,NA,NA,0.91,"Perch","AGOL"
NA,NA,NA,0.92,"Perch","AGOL"
NA,NA,NA,0.93,"Perch","AGOL"
NA,NA,NA,0.94,"Perch","AGOL"
NA,NA,NA,0.95,"Perch","AGOL"
NA,NA,NA,0.96,"Perch","AGOL"
NA,NA,NA,0.97,"Perch","AGOL"
NA,NA,NA,0.98,"Perch","AGOL"
NA,NA,NA,0.99,"Perch","AGOL"
0,NA,NA,0.01,"HawkEars","AGOS"
0,NA,NA,0.02,"HawkEars","AGOS"
0,NA,NA,0.03,"HawkEars","AGOS"
0,NA,NA,0.04,"HawkEars","AGOS"
0,NA,NA,0.05,"HawkEars","AGOS"
0,NA,NA,0.06,"HawkEars","AGOS"
0,NA,NA,0.07,"HawkEars","AGOS"
0,NA,NA,0.08,"HawkEars","AGOS"
0,NA,NA,0.09,"HawkEars","AGOS"
0,NA,NA,0.1,"HawkEars","AGOS"
0,NA,NA,0.11,"HawkEars","AGOS"
0,NA,NA,0.12,"HawkEars","AGOS"
0,NA,NA,0.13,"HawkEars","AGOS"
0,NA,NA,0.14,"HawkEars","AGOS"
0,NA,NA,0.15,"HawkEars","AGOS"
0,NA,NA,0.16,"HawkEars","AGOS"
0,NA,NA,0.17,"HawkEars","AGOS"
0,NA,NA,0.18,"HawkEars","AGOS"
0,NA,NA,0.19,"HawkEars","AGOS"
0,NA,NA,0.2,"HawkEars","AGOS"
0,NA,NA,0.21,"HawkEars","AGOS"
0,NA,NA,0.22,"HawkEars","AGOS"
0,NA,NA,0.23,"HawkEars","AGOS"
0,NA,NA,0.24,"HawkEars","AGOS"
0,NA,NA,0.25,"HawkEars","AGOS"
0,NA,NA,0.26,"HawkEars","AGOS"
0,NA,NA,0.27,"HawkEars","AGOS"
0,NA,NA,0.28,"HawkEars","AGOS"
0,NA,NA,0.29,"HawkEars","AGOS"
0,NA,NA,0.3,"HawkEars","AGOS"
0,NA,NA,0.31,"HawkEars","AGOS"
0,NA,NA,0.32,"HawkEars","AGOS"
0,NA,NA,0.33,"HawkEars","AGOS"
0,NA,NA,0.34,"HawkEars","AGOS"
0,NA,NA,0.35,"HawkEars","AGOS"
0,NA,NA,0.36,"HawkEars","AGOS"
0,NA,NA,0.37,"HawkEars","AGOS"
0,NA,NA,0.38,"HawkEars","AGOS"
0,NA,NA,0.39,"HawkEars","AGOS"
0,NA,NA,0.4,"HawkEars","AGOS"
0,NA,NA,0.41,"HawkEars","AGOS"
0,NA,NA,0.42,"HawkEars","AGOS"
0,NA,NA,0.43,"HawkEars","AGOS"
0,NA,NA,0.44,"HawkEars","AGOS"
0,NA,NA,0.45,"HawkEars","AGOS"
0,NA,NA,0.46,"HawkEars","AGOS"
0,NA,NA,0.47,"HawkEars","AGOS"
0,NA,NA,0.48,"HawkEars","AGOS"
0,NA,NA,0.49,"HawkEars","AGOS"
0,NA,NA,0.5,"HawkEars","AGOS"
0,NA,NA,0.51,"HawkEars","AGOS"
0,NA,NA,0.52,"HawkEars","AGOS"
0,NA,NA,0.53,"HawkEars","AGOS"
0,NA,NA,0.54,"HawkEars","AGOS"
0,NA,NA,0.55,"HawkEars","AGOS"
0,NA,NA,0.56,"HawkEars","AGOS"
0,NA,NA,0.57,"HawkEars","AGOS"
0,NA,NA,0.58,"HawkEars","AGOS"
0,NA,NA,0.59,"HawkEars","AGOS"
0,NA,NA,0.6,"HawkEars","AGOS"
0,NA,NA,0.61,"HawkEars","AGOS"
0,NA,NA,0.62,"HawkEars","AGOS"
0,NA,NA,0.63,"HawkEars","AGOS"
0,NA,NA,0.64,"HawkEars","AGOS"
0,NA,NA,0.65,"HawkEars","AGOS"
0,NA,NA,0.66,"HawkEars","AGOS"
0,NA,NA,0.67,"HawkEars","AGOS"
0,NA,NA,0.68,"HawkEars","AGOS"
0,NA,NA,0.69,"HawkEars","AGOS"
0,NA,NA,0.7,"HawkEars","AGOS"
0,NA,NA,0.71,"HawkEars","AGOS"
0,NA,NA,0.72,"HawkEars","AGOS"
0,NA,NA,0.73,"HawkEars","AGOS"
0,NA,NA,0.74,"HawkEars","AGOS"
0,NA,NA,0.75,"HawkEars","AGOS"
0,NA,NA,0.76,"HawkEars","AGOS"
0,NA,NA,0.77,"HawkEars","AGOS"
0,NA,NA,0.78,"HawkEars","AGOS"
0,NA,NA,0.79,"HawkEars","AGOS"
0,NA,NA,0.8,"HawkEars","AGOS"
0,NA,NA,0.81,"HawkEars","AGOS"
0,NA,NA,0.82,"HawkEars","AGOS"
0,NA,NA,0.83,"HawkEars","AGOS"
0,NA,NA,0.84,"HawkEars","AGOS"
0,NA,NA,0.85,"HawkEars","AGOS"
0,NA,NA,0.86,"HawkEars","AGOS"
0,NA,NA,0.87,"HawkEars","AGOS"
0,NA,NA,0.88,"HawkEars","AGOS"
NA,NA,NA,0.89,"HawkEars","AGOS"
NA,NA,NA,0.9,"HawkEars","AGOS"
NA,NA,NA,0.91,"HawkEars","AGOS"
NA,NA,NA,0.92,"HawkEars","AGOS"
NA,NA,NA,0.93,"HawkEars","AGOS"
NA,NA,NA,0.94,"HawkEars","AGOS"
NA,NA,NA,0.95,"HawkEars","AGOS"
NA,NA,NA,0.96,"HawkEars","AGOS"
NA,NA,NA,0.97,"HawkEars","AGOS"
NA,NA,NA,0.98,"HawkEars","AGOS"
NA,NA,NA,0.99,"HawkEars","AGOS"
NA,NA,NA,0.01,"BirdNET","AGOS"
NA,NA,NA,0.02,"BirdNET","AGOS"
NA,NA,NA,0.03,"BirdNET","AGOS"
NA,NA,NA,0.04,"BirdNET","AGOS"
NA,NA,NA,0.05,"BirdNET","AGOS"
NA,NA,NA,0.06,"BirdNET","AGOS"
NA,NA,NA,0.07,"BirdNET","AGOS"
NA,NA,NA,0.08,"BirdNET","AGOS"
NA,NA,NA,0.09,"BirdNET","AGOS"
NA,NA,NA,0.1,"BirdNET","AGOS"
NA,NA,NA,0.11,"BirdNET","AGOS"
NA,NA,NA,0.12,"BirdNET","AGOS"
NA,NA,NA,0.13,"BirdNET","AGOS"
NA,NA,NA,0.14,"BirdNET","AGOS"
NA,NA,NA,0.15,"BirdNET","AGOS"
NA,NA,NA,0.16,"BirdNET","AGOS"
NA,NA,NA,0.17,"BirdNET","AGOS"
NA,NA,NA,0.18,"BirdNET","AGOS"
NA,NA,NA,0.19,"BirdNET","AGOS"
NA,NA,NA,0.2,"BirdNET","AGOS"
NA,NA,NA,0.21,"BirdNET","AGOS"
NA,NA,NA,0.22,"BirdNET","AGOS"
NA,NA,NA,0.23,"BirdNET","AGOS"
NA,NA,NA,0.24,"BirdNET","AGOS"
NA,NA,NA,0.25,"BirdNET","AGOS"
NA,NA,NA,0.26,"BirdNET","AGOS"
NA,NA,NA,0.27,"BirdNET","AGOS"
NA,NA,NA,0.28,"BirdNET","AGOS"
NA,NA,NA,0.29,"BirdNET","AGOS"
NA,NA,NA,0.3,"BirdNET","AGOS"
NA,NA,NA,0.31,"BirdNET","AGOS"
NA,NA,NA,0.32,"BirdNET","AGOS"
NA,NA,NA,0.33,"BirdNET","AGOS"
NA,NA,NA,0.34,"BirdNET","AGOS"
NA,NA,NA,0.35,"BirdNET","AGOS"
NA,NA,NA,0.36,"BirdNET","AGOS"
NA,NA,NA,0.37,"BirdNET","AGOS"
NA,NA,NA,0.38,"BirdNET","AGOS"
NA,NA,NA,0.39,"BirdNET","AGOS"
NA,NA,NA,0.4,"BirdNET","AGOS"
NA,NA,NA,0.41,"BirdNET","AGOS"
NA,NA,NA,0.42,"BirdNET","AGOS"
NA,NA,NA,0.43,"BirdNET","AGOS"
NA,NA,NA,0.44,"BirdNET","AGOS"
NA,NA,NA,0.45,"BirdNET","AGOS"
NA,NA,NA,0.46,"BirdNET","AGOS"
NA,NA,NA,0.47,"BirdNET","AGOS"
NA,NA,NA,0.48,"BirdNET","AGOS"
NA,NA,NA,0.49,"BirdNET","AGOS"
NA,NA,NA,0.5,"BirdNET","AGOS"
NA,NA,NA,0.51,"BirdNET","AGOS"
NA,NA,NA,0.52,"BirdNET","AGOS"
NA,NA,NA,0.53,"BirdNET","AGOS"
NA,NA,NA,0.54,"BirdNET","AGOS"
NA,NA,NA,0.55,"BirdNET","AGOS"
NA,NA,NA,0.56,"BirdNET","AGOS"
NA,NA,NA,0.57,"BirdNET","AGOS"
NA,NA,NA,0.58,"BirdNET","AGOS"
NA,NA,NA,0.59,"BirdNET","AGOS"
NA,NA,NA,0.6,"BirdNET","AGOS"
NA,NA,NA,0.61,"BirdNET","AGOS"
NA,NA,NA,0.62,"BirdNET","AGOS"
NA,NA,NA,0.63,"BirdNET","AGOS"
NA,NA,NA,0.64,"BirdNET","AGOS"
NA,NA,NA,0.65,"BirdNET","AGOS"
NA,NA,NA,0.66,"BirdNET","AGOS"
NA,NA,NA,0.67,"BirdNET","AGOS"
NA,NA,NA,0.68,"BirdNET","AGOS"
NA,NA,NA,0.69,"BirdNET","AGOS"
NA,NA,NA,0.7,"BirdNET","AGOS"
NA,NA,NA,0.71,"BirdNET","AGOS"
NA,NA,NA,0.72,"BirdNET","AGOS"
NA,NA,NA,0.73,"BirdNET","AGOS"
NA,NA,NA,0.74,"BirdNET","AGOS"
NA,NA,NA,0.75,"BirdNET","AGOS"
NA,NA,NA,0.76,"BirdNET","AGOS"
NA,NA,NA,0.77,"BirdNET","AGOS"
NA,NA,NA,0.78,"BirdNET","AGOS"
NA,NA,NA,0.79,"BirdNET","AGOS"
NA,NA,NA,0.8,"BirdNET","AGOS"
NA,NA,NA,0.81,"BirdNET","AGOS"
NA,NA,NA,0.82,"BirdNET","AGOS"
NA,NA,NA,0.83,"BirdNET","AGOS"
NA,NA,NA,0.84,"BirdNET","AGOS"
NA,NA,NA,0.85,"BirdNET","AGOS"
NA,NA,NA,0.86,"BirdNET","AGOS"
NA,NA,NA,0.87,"BirdNET","AGOS"
NA,NA,NA,0.88,"BirdNET","AGOS"
NA,NA,NA,0.89,"BirdNET","AGOS"
NA,NA,NA,0.9,"BirdNET","AGOS"
NA,NA,NA,0.91,"BirdNET","AGOS"
NA,NA,NA,0.92,"BirdNET","AGOS"
NA,NA,NA,0.93,"BirdNET","AGOS"
NA,NA,NA,0.94,"BirdNET","AGOS"
NA,NA,NA,0.95,"BirdNET","AGOS"
NA,NA,NA,0.96,"BirdNET","AGOS"
NA,NA,NA,0.97,"BirdNET","AGOS"
NA,NA,NA,0.98,"BirdNET","AGOS"
NA,NA,NA,0.99,"BirdNET","AGOS"
NA,NA,NA,0.01,"Perch","AGOS"
NA,NA,NA,0.02,"Perch","AGOS"
NA,NA,NA,0.03,"Perch","AGOS"
NA,NA,NA,0.04,"Perch","AGOS"
NA,NA,NA,0.05,"Perch","AGOS"
NA,NA,NA,0.06,"Perch","AGOS"
NA,NA,NA,0.07,"Perch","AGOS"
NA,NA,NA,0.08,"Perch","AGOS"
NA,NA,NA,0.09,"Perch","AGOS"
NA,NA,NA,0.1,"Perch","AGOS"
NA,NA,NA,0.11,"Perch","AGOS"
NA,NA,NA,0.12,"Perch","AGOS"
NA,NA,NA,0.13,"Perch","AGOS"
NA,NA,NA,0.14,"Perch","AGOS"
NA,NA,NA,0.15,"Perch","AGOS"
NA,NA,NA,0.16,"Perch","AGOS"
NA,NA,NA,0.17,"Perch","AGOS"
NA,NA,NA,0.18,"Perch","AGOS"
NA,NA,NA,0.19,"Perch","AGOS"
NA,NA,NA,0.2,"Perch","AGOS"
NA,NA,NA,0.21,"Perch","AGOS"
NA,NA,NA,0.22,"Perch","AGOS"
NA,NA,NA,0.23,"Perch","AGOS"
NA,NA,NA,0.24,"Perch","AGOS"
NA,NA,NA,0.25,"Perch","AGOS"
NA,NA,NA,0.26,"Perch","AGOS"
NA,NA,NA,0.27,"Perch","AGOS"
NA,NA,NA,0.28,"Perch","AGOS"
NA,NA,NA,0.29,"Perch","AGOS"
NA,NA,NA,0.3,"Perch","AGOS"
NA,NA,NA,0.31,"Perch","AGOS"
NA,NA,NA,0.32,"Perch","AGOS"
NA,NA,NA,0.33,"Perch","AGOS"
NA,NA,NA,0.34,"Perch","AGOS"
NA,NA,NA,0.35,"Perch","AGOS"
NA,NA,NA,0.36,"Perch","AGOS"
NA,NA,NA,0.37,"Perch","AGOS"
NA,NA,NA,0.38,"Perch","AGOS"
NA,NA,NA,0.39,"Perch","AGOS"
NA,NA,NA,0.4,"Perch","AGOS"
NA,NA,NA,0.41,"Perch","AGOS"
NA,NA,NA,0.42,"Perch","AGOS"
NA,NA,NA,0.43,"Perch","AGOS"
NA,NA,NA,0.44,"Perch","AGOS"
NA,NA,NA,0.45,"Perch","AGOS"
NA,NA,NA,0.46,"Perch","AGOS"
NA,NA,NA,0.47,"Perch","AGOS"
NA,NA,NA,0.48,"Perch","AGOS"
NA,NA,NA,0.49,"Perch","AGOS"
NA,NA,NA,0.5,"Perch","AGOS"
NA,NA,NA,0.51,"Perch","AGOS"
NA,NA,NA,0.52,"Perch","AGOS"
NA,NA,NA,0.53,"Perch","AGOS"
NA,NA,NA,0.54,"Perch","AGOS"
NA,NA,NA,0.55,"Perch","AGOS"
NA,NA,NA,0.56,"Perch","AGOS"
NA,NA,NA,0.57,"Perch","AGOS"
NA,NA,NA,0.58,"Perch","AGOS"
NA,NA,NA,0.59,"Perch","AGOS"
NA,NA,NA,0.6,"Perch","AGOS"
NA,NA,NA,0.61,"Perch","AGOS"
NA,NA,NA,0.62,"Perch","AGOS"
