filename,latitude,longitude,recording_date
108978.mp3,55.47,-114.75,2014-06-01
108816.mp3,55.49,-114.75,2014-06-02
108833.mp3,55.46,-114.71,2014-06-02
108877.mp3,55.46,-114.76,2014-05-30
108877.mp3,55.46,-114.76,2014-05-30
108889.mp3,55.46,-114.74,2014-06-01
109104.mp3,49.62,-110.08,2014-06-10
109105.mp3,49.62,-110.08,2014-06-13
109157.mp3,49.67,-110.07,2014-06-14
109166.mp3,49.66,-110.08,2014-06-07
109177.mp3,49.66,-110.07,2014-06-14
109192.mp3,49.67,-110.08,2014-06-10
109230.mp3,49.62,-110.09,2014-06-08
109234.mp3,49.62,-110.09,2014-06-10
109256.mp3,49.63,-110.05,2014-06-20
109264.mp3,49.63,-110.06,2014-06-22
109291.mp3,49.67,-110.20,2014-07-04
109291.mp3,49.67,-110.20,2014-07-04
109291.mp3,49.67,-110.20,2014-07-04
109341.mp3,49.68,-110.18,2014-06-24
109032.mp3,49.66,-110.14,2014-06-16
109361.mp3,49.68,-110.13,2014-06-21
109368.mp3,49.68,-110.14,2014-06-21
109388.mp3,49.67,-110.13,2014-06-24
109422.mp3,49.66,-110.02,2014-06-22
109422.mp3,49.66,-110.02,2014-06-22
109429.mp3,49.66,-110.03,2014-06-23
109429.mp3,49.66,-110.03,2014-06-23
109436.mp3,49.66,-110.03,2014-06-22
109444.mp3,49.66,-110.02,2014-06-23
109531.mp3,57.81,-115.52,2014-06-18
109495.mp3,57.80,-115.48,2014-06-17
109495.mp3,57.80,-115.48,2014-06-17
118867.mp3,52.15,-111.15,2017-06-20
118867.mp3,52.15,-111.15,2017-06-20
118892.mp3,49.47,-114.05,2017-06-13
118892.mp3,49.47,-114.05,2017-06-13
118892.mp3,49.47,-114.05,2017-06-13
118904.mp3,49.48,-114.03,2017-06-06
118906.mp3,49.48,-114.03,2017-06-12
118906.mp3,49.48,-114.03,2017-06-12
118910.mp3,49.48,-114.05,2017-05-29
118911.mp3,49.48,-114.05,2017-06-06
118913.mp3,49.48,-114.05,2017-06-12
118913.mp3,49.48,-114.05,2017-06-12
118915.mp3,49.48,-114.05,2017-06-21
118915.mp3,49.48,-114.05,2017-06-21
118915.mp3,49.48,-114.05,2017-06-21
118927.mp3,49.49,-114.03,2017-06-12
5183.mp3,60.47,-114.34,2018-06-21
101976.mp3,54.06,-114.61,2014-06-03
102033.mp3,54.06,-114.62,2014-06-04
102033.mp3,54.06,-114.62,2014-06-04
102033.mp3,54.06,-114.62,2014-06-04
102035.mp3,54.06,-114.62,2014-06-03
102036.mp3,54.06,-114.62,2014-06-03
102037.mp3,54.06,-114.62,2014-06-04
102038.mp3,54.06,-114.62,2014-06-04
102042.mp3,54.14,-114.65,2014-06-02
102049.mp3,54.06,-114.62,2014-06-23
102049.mp3,54.06,-114.62,2014-06-23
102052.mp3,54.06,-114.62,2014-06-23
102066.mp3,54.05,-114.63,2014-06-24
102073.mp3,54.05,-114.60,2014-06-25
102073.mp3,54.05,-114.60,2014-06-25
102089.mp3,54.14,-114.64,2014-06-28
